voltage,current,pir,vibration,risk
22.4,1.2,1,411,1
21.1,0.9,1,637,1
21.9,0.9,1,652,1
21.9,0.9,1,644,1
22.5,0.9,1,654,1
20.3,2.0,1,1488,2
18.3,1.5,1,1019,2
18.2,1.6,1,1480,2
17.6,1.4,1,1719,2
17.3,1.4,1,1746,2
17.8,1.9,1,845,2
17.9,2.2,1,1171,2
18.9,1.4,1,1969,2
18.3,2.0,1,1070,2
17.7,2.3,1,1147,2
18.6,1.4,1,1221,2
18.7,1.7,1,772,2
20.5,1.8,1,809,2
17.6,1.8,1,758,2
19.2,2.4,1,1222,2
20.9,1.9,1,983,2
20.9,1.8,1,1500,2
19.2,2.1,1,851,2
19.7,2.4,1,1232,2
20.8,2.2,1,1491,2
17.7,1.5,1,803,2
19.4,1.7,1,1382,2
18.0,2.5,1,1197,2
17.2,1.7,1,1777,2
20.1,1.3,1,702,2
19.2,1.6,1,1723,2
18.5,2.1,1,1178,2
17.0,1.6,1,970,2
18.1,1.6,1,1288,2
17.6,1.5,1,979,2
18.5,2.4,1,720,2
20.8,1.5,1,1186,2
17.5,1.6,1,1996,2
17.6,2.2,1,1412,2
19.8,1.5,1,1047,2
18.3,2.3,1,1151,2
20.4,1.6,1,1006,2
19.2,2.1,1,826,2
20.2,1.5,1,1831,2
17.8,2.5,1,1416,2
17.9,2.0,1,1670,2
17.7,2.0,1,1939,2
18.0,1.9,1,1357,2
17.0,1.6,1,1264,2
17.7,1.6,1,851,2
19.2,2.0,1,737,2
17.4,1.8,1,1689,2
18.1,2.2,1,1780,2
20.0,1.3,1,1659,2
20.1,2.0,1,1420,2
17.1,2.1,1,778,2
20.4,2.1,1,2000,2
18.2,1.3,1,1804,2
20.3,1.6,1,801,2
18.3,1.8,1,1569,2
18.8,1.6,1,1265,2
20.9,2.4,1,1607,2
20.7,1.6,1,1963,2
17.6,2.4,1,1510,2
20.0,2.4,1,1525,2
19.4,1.8,1,937,2
19.3,1.9,1,1336,2
19.3,1.7,1,867,2
20.3,1.6,1,1331,2
18.5,2.0,1,1515,2
18.3,2.2,1,1354,2
20.1,1.8,1,936,2
17.7,2.5,1,931,2
17.3,2.0,1,774,2
19.0,2.1,1,1589,2
17.8,2.0,1,1586,2
17.5,1.7,1,1793,2
19.2,2.4,1,1106,2
19.3,2.0,1,1228,2
19.6,2.0,1,824,2
19.3,2.2,1,1134,2
17.9,2.1,1,1688,2
18.5,2.0,1,1411,2
20.7,2.4,1,1289,2
17.1,2.2,1,1230,2
18.6,2.2,1,959,2
20.2,2.4,1,1993,2
19.6,1.4,1,712,2
20.8,2.3,1,1418,2
19.2,2.4,1,1713,2
19.6,2.0,1,1640,2
18.7,2.3,1,1366,2
17.1,1.7,1,1088,2
18.4,1.6,1,1299,2
18.9,1.9,1,1291,2
19.1,2.4,1,1071,2
17.8,1.8,1,1393,2
17.9,2.3,1,750,2
18.9,2.4,1,1781,2
20.3,2.2,1,1998,2
17.3,1.5,1,843,2
18.7,1.4,1,921,2
20.2,2.5,1,1609,2
18.9,1.4,1,1784,2
19.9,1.7,1,1651,2
18.8,2.1,1,1628,2
18.2,2.1,1,1587,2
17.3,1.9,1,1427,2
18.0,1.4,1,748,2
18.3,1.4,1,1865,2
19.2,2.0,1,1990,2
18.8,1.7,1,1152,2
17.7,2.4,1,1927,2
20.9,2.4,1,1666,2
19.0,1.4,1,1532,2
19.3,2.0,1,1810,2
18.7,1.5,1,1668,2
17.4,2.1,1,843,2
18.3,2.3,1,701,2
20.7,2.2,1,1304,2
17.4,1.7,1,1579,2
17.9,2.0,1,1971,2
20.6,1.3,1,992,2
17.5,2.0,1,1921,2
17.6,2.0,1,1978,2
19.1,1.4,1,1343,2
18.6,1.3,1,1895,2
18.9,2.5,1,866,2
18.5,2.1,1,925,2
18.8,2.2,1,1495,2
19.3,2.3,1,1570,2
18.3,1.7,1,702,2
18.5,1.5,1,1920,2
18.3,1.5,1,1748,2
19.4,1.8,1,1576,2
20.8,1.6,1,1809,2
17.9,1.5,1,1385,2
17.6,1.6,1,1282,2
20.3,1.4,1,1407,2
19.0,1.4,1,1328,2
19.0,2.2,1,900,2
20.4,1.3,1,844,2
20.2,1.9,1,1422,2
19.9,1.8,1,1746,2
18.9,1.6,1,1733,2
19.0,2.1,1,744,2
17.4,1.9,1,1898,2
17.5,1.4,1,1390,2
18.4,2.4,1,1557,2
17.7,2.0,1,944,2
19.6,1.5,1,1938,2
18.7,2.1,1,730,2
17.7,1.5,1,1389,2
18.2,1.6,1,1359,2
20.5,1.4,1,1137,2
19.7,1.4,1,1632,2
17.4,2.2,1,913,2
19.2,1.3,1,906,2
18.2,1.6,1,1800,2
20.4,1.6,1,1964,2
20.9,2.3,1,1885,2
19.7,2.2,1,1927,2
20.4,1.9,1,1138,2
19.5,1.7,1,1228,2
20.4,2.3,1,729,2
17.4,2.0,1,1213,2
18.7,1.5,1,1382,2
20.8,2.0,1,1213,2
20.5,2.2,1,771,2
20.0,2.2,1,767,2
17.0,2.3,1,1687,2
18.5,1.7,1,1418,2
19.9,2.3,1,892,2
18.6,2.2,1,1563,2
18.2,1.4,1,1180,2
18.9,2.4,1,1853,2
18.6,1.4,1,745,2
20.6,1.5,1,1812,2
18.9,1.7,1,1509,2
18.3,1.6,1,1624,2
19.9,1.5,1,1832,2
17.5,2.1,1,1516,2
19.2,2.4,1,1308,2
19.8,2.2,1,813,2
20.6,1.9,1,1086,2
17.4,1.4,1,1086,2
18.2,1.8,1,1018,2
17.5,1.4,1,1275,2
20.4,1.7,1,880,2
18.9,1.5,1,808,2
19.6,2.2,1,1825,2
17.1,1.9,1,1151,2
19.8,2.3,1,899,2
20.6,1.3,1,1650,2
17.3,2.1,1,733,2
17.9,1.4,1,740,2
17.2,2.1,1,822,2
19.5,1.4,1,1440,2
20.4,1.9,1,733,2
20.7,2.5,1,1896,2
19.0,2.3,1,1105,2
17.1,2.4,1,748,2
20.6,1.3,1,1088,2
17.4,1.8,1,1279,2
20.0,2.2,1,1915,2
18.9,2.0,1,1990,2
18.6,1.8,1,1644,2
19.6,1.7,1,1274,2
17.3,1.8,1,1403,2
17.1,1.9,1,816,2
20.8,1.3,1,1941,2
17.6,1.4,1,898,2
19.0,2.4,1,1703,2
20.6,1.4,1,1809,2
17.9,2.0,1,982,2
20.3,1.5,1,1761,2
18.3,2.2,1,1355,2
17.1,2.4,1,904,2
20.0,1.7,1,1948,2
18.3,1.3,1,1007,2
18.7,1.6,1,1391,2
17.2,1.7,1,1176,2
19.1,1.7,1,1139,2
18.9,1.3,1,1512,2
17.8,2.2,1,1762,2
19.2,1.5,1,1602,2
20.2,1.9,1,1634,2
18.3,1.5,1,744,2
19.5,2.2,1,1012,2
19.7,2.0,1,714,2
20.7,1.5,1,1480,2
20.3,1.4,1,1518,2
20.0,2.1,1,771,2
17.0,1.3,1,976,2
19.8,1.3,1,1306,2
18.4,1.8,1,1663,2
19.8,2.5,1,1952,2
20.6,1.8,1,1113,2
20.6,2.4,1,1284,2
19.5,1.9,1,1840,2
20.4,1.4,1,1646,2
17.9,2.4,1,1367,2
20.6,1.9,1,1553,2
19.6,1.7,1,1994,2
19.4,2.2,1,1527,2
17.2,2.5,1,1428,2
19.6,1.9,1,938,2
19.8,2.3,1,1338,2
17.2,2.0,1,744,2
17.1,2.1,1,1540,2
17.8,1.9,1,970,2
17.5,2.2,1,769,2
19.9,1.5,1,1124,2
18.6,2.3,1,1740,2
17.6,2.3,1,1467,2
18.1,1.8,1,1995,2
19.3,2.0,1,712,2
17.7,1.8,1,1739,2
18.3,1.5,1,1869,2
17.9,2.4,1,1393,2
20.9,2.0,1,1509,2
18.1,1.7,1,1848,2
18.5,1.7,1,1068,2
17.5,2.0,1,1315,2
19.9,1.7,1,1277,2
17.1,2.0,1,1670,2
19.6,2.2,1,1386,2
19.1,2.3,1,858,2
20.8,1.8,1,766,2
20.8,2.4,1,1201,2
18.5,2.0,1,1789,2
18.3,1.8,1,1094,2
17.9,1.4,1,1809,2
20.8,1.8,1,1655,2
17.0,1.5,1,1647,2
18.1,1.4,1,1986,2
19.5,1.5,1,1381,2
21.0,2.2,1,1040,2
19.0,1.8,1,1809,2
20.6,2.5,1,1004,2
17.3,1.8,1,1162,2
20.9,1.9,1,1440,2
18.6,2.2,1,984,2
17.9,1.6,1,727,2
18.4,2.4,1,1311,2
18.4,1.7,1,1763,2
21.0,1.4,1,858,2
19.1,2.0,1,1764,2
17.7,1.4,1,1110,2
20.3,1.7,1,1466,2
20.0,1.5,1,1172,2
17.2,1.9,1,1891,2
17.1,1.9,1,1338,2
20.4,2.4,1,1988,2
19.3,2.1,1,1413,2
19.5,2.3,1,1431,2
17.2,2.4,1,1422,2
17.5,1.3,1,1208,2
19.5,2.3,1,1026,2
17.5,2.3,1,1160,2
19.4,1.5,1,745,2
20.9,2.3,1,1174,2
17.8,2.3,1,1200,2
17.5,2.1,1,1636,2
18.5,1.5,1,1419,2
20.8,1.5,1,1894,2
20.9,1.6,1,1856,2
18.2,1.6,1,1186,2
19.3,1.4,1,712,2
18.6,1.3,1,973,2
19.9,2.3,1,1597,2
18.3,2.0,1,1518,2
19.9,1.7,1,1757,2
17.5,2.0,1,1109,2
19.0,2.3,1,1130,2
17.4,2.2,1,1267,2
17.4,2.2,1,1438,2
17.7,2.4,1,1108,2
20.7,1.4,1,800,2
20.4,1.4,1,1079,2
18.4,1.6,1,1629,2
19.9,2.3,1,988,2
18.8,1.9,1,1112,2
20.2,2.1,1,869,2
19.7,1.6,1,1156,2
18.8,1.7,1,983,2
18.6,1.7,1,1315,2
17.4,2.5,1,1138,2
20.5,2.3,1,1429,2
19.5,2.5,1,1301,2
19.5,1.6,1,1017,2
18.5,1.7,1,1920,2
18.0,1.4,1,1267,2
18.4,1.8,1,718,2
17.2,1.4,1,1762,2
18.9,1.6,1,734,2
17.8,2.2,1,733,2
17.5,2.4,1,1255,2
20.7,1.5,1,1987,2
18.4,1.5,1,1213,2
20.1,1.6,1,1721,2
18.3,1.6,1,1659,2
17.7,2.2,1,1592,2
17.7,2.2,1,1593,2
18.5,2.1,1,1445,2
20.9,1.5,1,1539,2
17.3,1.5,1,992,2
18.9,1.7,1,1147,2
20.6,2.2,1,1334,2
20.2,2.4,1,1047,2
20.1,1.5,1,1286,2
17.7,1.7,1,1426,2
20.2,1.5,1,1750,2
19.3,2.5,1,900,2
19.1,2.1,1,1859,2
20.8,2.0,1,848,2
20.7,2.1,1,1746,2
18.6,1.4,1,1996,2
18.4,1.9,1,1334,2
17.6,2.1,1,1647,2
17.9,2.0,1,1935,2
19.5,2.0,1,1591,2
19.8,2.2,1,1437,2
17.0,1.9,1,1887,2
20.8,2.1,1,1706,2
18.3,1.3,1,1944,2
18.1,2.1,1,1007,2
17.4,2.0,1,1906,2
18.9,1.5,1,1608,2
17.2,1.9,1,1119,2
18.7,1.4,1,1739,2
17.1,1.6,1,1210,2
19.4,2.4,1,1237,2
20.7,2.5,1,1199,2
20.4,2.1,1,943,2
20.7,1.8,1,1329,2
17.8,1.3,1,1356,2
20.4,1.8,1,839,2
17.9,1.7,1,1652,2
19.8,1.7,1,1297,2
19.4,2.1,1,1432,2
19.9,1.6,1,877,2
19.5,1.8,1,1707,2
18.1,2.5,1,1503,2
20.1,1.7,1,1650,2
19.1,1.4,1,1992,2
20.5,2.5,1,970,2
19.6,2.2,1,962,2
17.9,2.5,1,1088,2
19.7,2.3,1,1439,2
20.6,1.5,1,939,2
19.8,1.3,1,1628,2
19.2,1.7,1,1532,2
19.6,2.2,1,1402,2
19.5,1.7,1,1607,2
20.1,2.0,1,1830,2
21.0,1.9,1,1038,2
18.1,1.6,1,1603,2
17.9,1.9,1,1329,2
17.1,2.4,1,1803,2
17.8,1.5,1,775,2
20.1,2.3,1,1428,2
18.4,1.6,1,1842,2
17.3,2.3,1,1036,2
20.9,2.4,1,912,2
18.1,1.4,1,713,2
17.3,1.9,1,1822,2
20.8,1.6,1,1522,2
19.8,1.6,1,2000,2
17.6,2.0,1,968,2
19.3,2.0,1,1593,2
18.9,2.4,1,1825,2
20.5,1.9,1,1576,2
19.0,1.6,1,1786,2
18.5,2.1,1,1379,2
19.6,2.1,1,1731,2
18.7,2.1,1,1469,2
20.7,1.9,1,873,2
17.3,2.4,1,1666,2
20.3,2.3,1,732,2
19.7,1.8,1,1938,2
20.1,1.3,1,1022,2
20.4,2.0,1,1801,2
20.6,1.6,1,861,2
17.4,2.1,1,892,2
18.9,1.4,1,1741,2
19.2,1.3,1,1805,2
17.4,2.5,1,1570,2
18.3,2.4,1,1352,2
18.5,2.2,1,1886,2
20.6,2.0,1,1212,2
18.8,1.7,1,944,2
19.3,1.9,1,1030,2
20.3,2.0,1,1364,2
17.7,1.9,1,1577,2
18.0,1.9,1,1200,2
18.0,2.1,1,1517,2
18.2,1.3,1,1839,2
19.8,1.9,1,1447,2
17.6,2.3,1,1606,2
20.7,1.5,1,1719,2
20.6,2.0,1,957,2
18.4,1.3,1,1514,2
20.4,2.0,1,1290,2
20.6,2.3,1,835,2
19.8,2.5,1,1960,2
18.8,2.2,1,807,2
19.1,1.6,1,1850,2
18.0,1.3,1,1774,2
19.3,1.5,1,1778,2
20.6,2.3,1,742,2
20.8,1.4,1,1710,2
20.8,2.1,1,803,2
18.2,2.2,1,1751,2
18.9,1.4,1,965,2
19.6,1.9,1,1707,2
19.0,1.9,1,1670,2
17.2,1.4,1,1915,2
18.9,2.4,1,1610,2
19.2,2.1,1,978,2
18.8,1.7,1,1929,2
19.7,2.2,1,838,2
19.1,1.5,1,794,2
18.4,1.6,1,1620,2
21.0,2.2,1,1400,2
20.1,2.2,1,1926,2
18.9,2.0,1,1637,2
19.9,1.4,1,1251,2
19.9,2.0,1,1898,2
18.5,1.8,1,728,2
18.4,2.5,1,1178,2
17.6,2.2,1,1730,2
17.9,1.4,1,1873,2
20.7,2.5,1,943,2
19.1,1.3,1,1366,2
18.9,1.6,1,1772,2
18.2,1.9,1,1357,2
17.7,1.6,1,1393,2
17.1,1.6,1,1699,2
18.8,1.8,1,1916,2
19.6,2.4,1,1931,2
19.1,2.1,1,1244,2
19.9,2.3,1,939,2
20.7,1.3,1,1496,2
17.6,1.8,1,970,2
20.6,2.2,1,1204,2
20.9,2.2,1,713,2
19.3,1.3,1,1928,2
17.4,1.9,1,1402,2
21.0,1.6,1,848,2
20.7,2.4,1,1538,2
18.9,1.9,1,1482,2
20.7,1.6,1,1311,2
17.6,1.7,1,1318,2
20.1,1.3,1,1983,2
18.0,1.9,1,851,2
19.4,1.6,1,1237,2
18.0,1.5,1,1776,2
20.1,2.3,1,1655,2
19.3,1.6,1,1849,2
20.2,1.5,1,1212,2
18.5,2.4,1,1806,2
17.3,2.5,1,1709,2
18.7,2.2,1,851,2
17.5,1.9,1,1378,2
17.9,1.4,1,866,2
20.2,2.1,1,1267,2
17.5,2.0,1,1268,2
18.6,2.2,1,1400,2
17.2,1.5,1,1811,2
17.5,1.7,1,1310,2
17.5,1.9,1,1423,2
17.4,2.0,1,1764,2
17.3,2.0,1,1211,2
17.5,2.5,1,1509,2
20.4,2.2,1,1524,2
20.5,2.1,1,1608,2
18.7,1.9,1,1534,2
17.4,1.5,1,1492,2
18.9,2.0,1,1772,2
20.5,2.5,1,1513,2
19.8,1.7,1,971,2
19.4,2.2,1,1656,2
20.3,1.9,1,1989,2
20.8,2.0,1,1788,2
19.9,2.0,1,819,2
19.6,1.4,1,1345,2
20.1,2.2,1,1290,2
19.3,1.4,1,1832,2
17.3,1.7,1,1729,2
19.7,2.2,1,1551,2
17.7,1.6,1,935,2
17.4,1.3,1,1231,2
18.8,2.4,1,1386,2
18.8,2.5,1,1901,2
17.9,1.9,1,1830,2
17.9,1.7,1,1129,2
18.5,2.5,1,1351,2
21.0,2.2,1,1609,2
20.3,1.8,1,1987,2
19.3,2.4,1,1412,2
19.4,1.4,1,1646,2
20.0,2.3,1,1786,2
18.4,2.4,1,1292,2
19.6,1.5,1,1875,2
17.8,1.3,1,1103,2
19.6,1.5,1,1023,2
20.8,1.7,1,1784,2
20.9,2.1,1,1969,2
19.1,2.4,1,1517,2
18.7,2.4,1,1640,2
18.1,1.5,1,1976,2
20.1,1.9,1,1255,2
19.2,1.8,1,1180,2
20.6,1.7,1,821,2
20.0,1.4,1,1636,2
20.3,1.7,1,923,2
21.0,1.8,1,1871,2
17.5,2.2,1,1002,2
19.8,2.4,1,824,2
17.9,1.8,1,894,2
18.5,2.2,1,1308,2
20.6,1.8,1,1138,2
20.7,2.0,1,1414,2
18.4,1.4,1,1400,2
17.0,2.1,1,861,2
17.7,1.8,1,1272,2
19.7,1.7,1,981,2
18.1,1.9,1,1114,2
17.9,2.2,1,1639,2
17.7,2.1,1,1724,2
19.6,2.1,1,746,2
18.9,2.4,1,1220,2
19.0,2.5,1,1560,2
17.2,1.3,1,704,2
18.8,1.4,1,1837,2
18.1,1.5,1,1918,2
18.7,2.4,1,1274,2
18.7,1.4,1,1766,2
20.9,1.6,1,1544,2
19.8,2.0,1,1065,2
17.8,2.4,1,1013,2
19.4,2.1,1,1720,2
19.2,1.3,1,816,2
19.1,1.9,1,1007,2
20.2,2.4,1,1757,2
17.4,1.8,1,1355,2
17.1,1.7,1,1336,2
17.7,2.1,1,997,2
18.1,1.8,1,1223,2
17.0,1.6,1,1157,2
21.0,1.4,1,1651,2
19.2,1.3,1,1708,2
18.7,1.8,1,1879,2
17.9,1.7,1,738,2
18.9,2.0,1,1739,2
20.2,1.8,1,1873,2
18.4,1.7,1,1791,2
18.2,2.0,1,1338,2
18.4,1.3,1,988,2
19.8,1.8,1,1472,2
19.5,1.3,1,1305,2
19.0,1.5,1,1367,2
17.5,2.2,1,1664,2
19.5,1.8,1,948,2
20.9,2.2,1,1437,2
19.6,2.2,1,1225,2
17.2,1.7,1,1524,2
18.9,2.1,1,1106,2
20.1,1.9,1,1211,2
19.7,1.6,1,1415,2
17.8,2.3,1,1525,2
19.2,1.8,1,1598,2
19.0,1.7,1,1402,2
20.0,1.7,1,1042,2
17.9,1.4,1,1577,2
19.1,2.4,1,1411,2
18.4,1.6,1,1089,2
20.7,2.3,1,714,2
20.2,2.0,1,761,2
20.1,2.1,1,946,2
20.3,2.1,1,758,2
19.8,1.5,1,1127,2
19.2,1.7,1,1051,2
19.3,2.0,1,1403,2
20.9,1.3,1,1475,2
17.4,2.1,1,1584,2
19.0,2.0,1,946,2
17.0,1.5,1,900,2
17.3,1.4,1,1566,2
18.8,2.4,1,1678,2
17.2,1.3,1,1610,2
19.6,1.6,1,839,2
18.7,1.8,1,1529,2
19.8,1.6,1,1651,2
17.0,2.4,1,984,2
17.2,1.5,1,871,2
21.0,2.4,1,1420,2
17.8,1.9,1,979,2
20.5,1.6,1,936,2
18.4,2.5,1,1406,2
20.7,2.0,1,1978,2
17.2,2.3,1,1460,2
18.3,2.3,1,830,2
17.6,1.6,1,888,2
18.9,1.8,1,1392,2
17.7,2.1,1,740,2
17.7,1.5,1,1392,2
19.9,2.3,1,1899,2
18.7,2.1,1,1155,2
17.1,1.8,1,749,2
17.9,2.4,1,1697,2
20.2,1.5,1,846,2
19.8,1.5,1,1043,2
18.6,1.5,1,1467,2
20.2,1.3,1,1908,2
19.1,2.0,1,986,2
19.1,2.0,1,1536,2
18.1,2.1,1,1587,2
20.0,2.1,1,1271,2
18.4,2.3,1,1606,2
20.1,1.9,1,1735,2
19.6,1.8,1,1073,2
20.4,2.5,1,1805,2
18.4,2.5,1,1965,2
18.7,2.5,1,1329,2
19.3,2.0,1,972,2
20.1,1.6,1,1981,2
19.7,1.3,1,1850,2
20.1,1.9,1,723,2
19.4,2.3,1,1022,2
19.3,2.2,1,830,2
17.6,1.5,1,1059,2
17.9,1.5,1,794,2
18.4,2.4,1,1377,2
19.4,1.8,1,1836,2
17.5,2.2,1,999,2
18.9,1.8,1,1178,2
19.0,1.8,1,1472,2
20.8,2.4,1,1449,2
17.5,1.7,1,948,2
18.1,2.1,1,1393,2
17.7,1.7,1,1729,2
19.6,1.7,1,793,2
20.1,2.5,1,1862,2
17.9,1.5,1,1533,2
20.0,1.8,1,1375,2
17.9,2.4,1,799,2
20.5,1.4,1,1595,2
17.6,1.5,1,1369,2
20.7,1.8,1,1829,2
19.4,1.7,1,1385,2
20.9,1.3,1,1331,2
19.5,2.1,1,798,2
18.9,2.2,1,1337,2
19.1,1.7,1,775,2
18.8,1.8,1,1747,2
20.4,1.8,1,1307,2
17.7,2.1,1,1238,2
18.5,1.5,1,1438,2
19.4,1.7,1,1958,2
18.8,2.3,1,1067,2
17.5,1.5,1,1924,2
18.8,1.4,1,1585,2
20.7,1.3,1,1833,2
18.2,2.0,1,1064,2
17.5,1.4,1,858,2
19.8,1.6,1,1835,2
19.9,1.7,1,939,2
18.9,2.3,1,1181,2
17.8,1.7,1,768,2
20.6,2.1,1,1021,2
17.8,2.1,1,1898,2
20.7,2.1,1,1508,2
20.5,2.5,1,1329,2
19.6,1.5,1,1464,2
18.3,1.5,1,1030,2
17.3,2.4,1,1334,2
20.3,2.3,1,995,2
18.5,1.8,1,1961,2
19.6,1.4,1,1465,2
20.3,2.0,1,1809,2
17.1,1.9,1,835,2
20.6,1.3,1,1260,2
18.7,2.4,1,1827,2
19.9,2.4,1,1045,2
19.2,2.3,1,1742,2
18.0,1.3,1,1342,2
20.4,1.5,1,962,2
18.8,2.5,1,1233,2
20.6,1.9,1,1746,2
17.3,1.6,1,1016,2
17.2,1.6,1,1713,2
19.1,2.3,1,1079,2
20.6,2.2,1,1817,2
17.1,1.6,1,1192,2
17.6,1.7,1,1988,2
20.3,1.9,1,1713,2
18.6,1.8,1,903,2
19.5,1.9,1,822,2
17.9,1.8,1,1295,2
20.9,1.6,1,1033,2
20.6,1.3,1,1122,2
20.9,2.2,1,1291,2
17.6,1.8,1,1345,2
19.1,2.2,1,1783,2
17.2,1.7,1,1114,2
17.7,1.5,1,1466,2
17.5,1.9,1,1691,2
17.1,1.7,1,1757,2
17.5,2.3,1,1941,2
17.8,1.5,1,1730,2
19.0,2.4,1,1081,2
17.5,2.0,1,770,2
18.7,1.4,1,1912,2
20.6,1.8,1,1192,2
17.4,1.7,1,1612,2
20.1,1.9,1,1429,2
19.9,2.1,1,773,2
19.4,1.8,1,865,2
17.0,1.6,1,1288,2
20.7,1.4,1,889,2
19.7,2.0,1,871,2
18.6,2.3,1,968,2
17.4,2.0,1,1480,2
17.7,1.9,1,1863,2
17.2,2.5,1,2000,2
20.9,2.3,1,977,2
17.5,1.4,1,831,2
17.7,1.8,1,1106,2
19.0,1.8,1,1237,2
17.3,1.9,1,1634,2
17.4,2.4,1,1175,2
17.3,2.0,1,1773,2
17.6,1.5,1,1447,2
20.1,1.3,1,971,2
18.2,1.9,1,1162,2
18.4,1.3,1,1608,2
20.5,2.0,1,1973,2
20.9,2.1,1,897,2
17.3,1.4,1,1676,2
18.2,1.4,1,1246,2
18.4,2.2,1,1912,2
18.2,2.3,1,1236,2
20.3,1.7,1,1455,2
19.5,1.9,1,950,2
20.7,1.3,1,1116,2
20.8,1.5,1,1689,2
20.1,2.3,1,1517,2
18.5,1.8,1,1721,2
20.5,1.6,1,984,2
18.4,1.5,1,1272,2
17.4,2.0,1,1080,2
18.8,1.6,1,1910,2
18.8,1.4,1,1826,2
19.3,1.9,1,1118,2
18.4,2.5,1,1339,2
17.8,2.3,1,985,2
18.6,1.7,1,1427,2
20.6,1.8,1,1332,2
19.5,2.3,1,1164,2
17.8,1.6,1,1403,2
19.3,1.6,1,1743,2
19.1,1.4,1,1879,2
20.9,1.3,1,1692,2
17.1,2.4,1,982,2
17.7,1.8,1,1726,2
17.3,2.1,1,1014,2
20.5,2.2,1,1223,2
17.8,2.2,1,1741,2
18.9,2.4,1,1701,2
20.1,1.5,1,984,2
18.0,2.4,1,932,2
20.5,1.6,1,1428,2
17.2,2.2,1,1790,2
18.6,2.4,1,870,2
17.0,2.4,1,1011,2
19.5,1.8,1,1728,2
19.1,2.4,1,715,2
17.3,1.6,1,1090,2
17.9,2.1,1,1873,2
17.6,1.4,1,1404,2
18.8,2.1,1,1715,2
17.1,1.9,1,1420,2
18.5,1.5,1,1295,2
20.4,2.1,1,1476,2
18.0,2.3,1,1519,2
18.8,1.9,1,988,2
19.7,1.9,1,1769,2
18.9,1.9,1,1992,2
20.2,1.3,1,1009,2
20.4,2.0,1,737,2
19.1,1.3,1,1747,2
19.3,1.8,1,1958,2
18.9,1.3,1,1343,2
18.3,2.3,1,1899,2
19.6,1.9,1,1872,2
18.8,1.9,1,724,2
18.3,2.5,1,1241,2
18.1,2.2,1,719,2
19.9,2.2,1,1128,2
17.3,1.4,1,804,2
19.4,2.0,1,1144,2
17.2,2.2,1,1415,2
20.4,1.9,1,715,2
19.3,1.4,1,1350,2
20.5,1.8,1,1304,2
17.5,1.6,1,782,2
20.0,2.4,1,1128,2
19.6,2.4,1,1252,2
19.4,1.4,1,1445,2
19.8,2.2,1,987,2
17.1,2.2,1,1056,2
17.2,1.9,1,1366,2
17.6,2.1,1,1443,2
17.9,1.8,1,956,2
17.7,2.0,1,894,2
20.3,2.3,1,1193,2
20.4,2.0,1,1114,2
20.0,1.3,1,1624,2
18.8,1.6,1,968,2
17.2,2.2,1,893,2
19.8,2.3,1,1420,2
18.4,2.0,1,1527,2
17.9,1.7,1,1146,2
20.9,1.5,1,1607,2
18.6,1.8,1,1798,2
18.6,2.2,1,1113,2
20.0,2.5,1,1729,2
20.5,2.3,1,1294,2
17.6,2.2,1,899,2
19.7,1.7,1,1663,2
21.0,1.5,1,1836,2
17.1,1.6,1,1533,2
20.2,1.6,1,1117,2
17.4,1.6,1,1261,2
20.4,2.1,1,1045,2
17.5,2.0,1,1522,2
18.8,1.8,1,1255,2
18.2,2.3,1,1762,2
19.9,1.7,1,1389,2
19.4,2.4,1,1844,2
19.8,2.5,1,996,2
19.3,2.4,1,1110,2
21.0,1.6,1,1442,2
19.5,2.2,1,1715,2
20.8,2.3,1,1720,2
17.5,1.5,1,971,2
17.9,1.9,1,1676,2
18.0,1.7,1,1317,2
20.4,1.9,1,875,2
20.8,1.9,1,1948,2
17.3,2.0,1,1931,2
20.0,2.5,1,1979,2
18.0,1.7,1,1173,2
18.1,2.2,1,944,2
17.7,2.2,1,868,2
20.5,2.2,1,946,2
17.7,2.4,1,1370,2
20.2,2.4,1,1915,2
18.3,2.4,1,1996,2
21.0,2.2,1,1423,2
17.6,2.0,1,1829,2
18.4,2.2,1,1422,2
18.7,1.5,1,1455,2
17.3,1.8,1,1773,2
17.6,2.0,1,878,2
18.7,2.1,1,819,2
18.2,2.4,1,1329,2
19.8,1.5,1,1172,2
19.2,1.8,1,1936,2
20.3,2.2,1,1333,2
17.5,2.1,1,1593,2
18.9,2.5,1,861,2
20.9,1.7,1,1415,2
18.8,2.1,1,1288,2
19.6,2.1,1,1270,2
19.6,2.3,1,1254,2
17.9,1.8,1,1278,2
19.8,2.1,1,1249,2
20.1,1.9,1,951,2
20.8,2.3,1,1712,2
20.8,2.4,1,1148,2
19.5,1.7,1,1844,2
18.6,2.1,1,1046,2
19.4,1.7,1,1891,2
19.9,2.3,1,946,2
19.4,2.4,1,1482,2
20.5,2.4,1,1641,2
17.8,1.7,1,1076,2
20.5,2.4,1,1445,2
17.5,1.6,1,1011,2
18.5,1.7,1,1775,2
20.8,1.9,1,1096,2
20.6,1.4,1,752,2
17.4,2.2,1,982,2
18.0,1.9,1,702,2
19.4,1.6,1,1190,2
20.5,1.8,1,1362,2
20.4,2.2,1,1875,2
17.4,1.8,1,1639,2
20.3,2.4,1,819,2
20.0,1.7,1,1986,2
19.4,2.1,1,1039,2
19.4,2.0,1,919,2
17.3,1.3,1,1092,2
17.6,2.5,1,1754,2
